"","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26"
"1",1.13420196,1031.897985,25.33310583,169.4479878,106.6903502,26.70382913,2715.492865,10.4366226,1280.00814,84.91352503,604.453225,176.3360405,192.9604003,108.7097015,1046.74813,34.57608573,150.1285502,105.3070485,37.58344503,2704.12272,10.81375567,1222.988155,79.578875,604.135811,164.671809,186.6564737,105.6082893
"2",1.049012937,1028.734925,29.79364205,159.7875838,104.970164,25.10848958,2712.596504,10.97205,1238.918548,85.18453255,604.2856668,170.3514533,186.301338,108.7397193,1031.897985,25.33310583,169.4479878,106.6903502,26.70382913,2715.492865,10.4366226,1280.00814,84.91352503,604.453225,176.3360405,192.9604003,108.7097015
"3",1.144623801,1044.398043,27.95415133,150.3061065,104.4125977,31.20777817,2693.927232,10.8317149,1204.779325,85.84771,592.23335,157.8295328,174.771667,107.6142005,1028.734925,29.79364205,159.7875838,104.970164,25.10848958,2712.596504,10.97205,1238.918548,85.18453255,604.2856668,170.3514533,186.301338,108.7397193
"4",0.9843351,1038.719665,30.0034469,145.5702563,105.0761057,28.0034793,2675.839833,10.90911888,1218.316573,87.26625,597.835792,156.0761055,171.6894778,110.0136318,1044.398043,27.95415133,150.3061065,104.4125977,31.20777817,2693.927232,10.8317149,1204.779325,85.84771,592.23335,157.8295328,174.771667,107.6142005
"5",0.921308756,1043.121313,30.2274147,148.4235718,105.0712339,29.02609445,2656.344962,10.97350217,1212.07955,88.1770554,597.5837515,159.894287,170.6430815,110.4755135,1038.719665,30.0034469,145.5702563,105.0761057,28.0034793,2675.839833,10.90911888,1218.316573,87.26625,597.835792,156.0761055,171.6894778,110.0136318
"6",0.8701861,1052.82027,23.2817971,160.5087278,104.3835929,23.4745833,2704.387858,10.16553393,1287.438475,87.92422197,595.7473253,169.7415618,181.6209678,106.4575653,1043.121313,30.2274147,148.4235718,105.0712339,29.02609445,2656.344962,10.97350217,1212.07955,88.1770554,597.5837515,159.894287,170.6430815,110.4755135
"7",0.8701861,1052.82027,23.2817971,160.5087278,104.3835929,23.4745833,2704.387858,10.16553393,1287.438475,87.92422197,595.7473253,169.7415618,181.6209678,106.4575653,1052.82027,23.2817971,160.5087278,104.3835929,23.4745833,2704.387858,10.16553393,1287.438475,87.92422197,595.7473253,169.7415618,181.6209678,106.4575653
"8",1.006704509,1049.517473,28.13306852,151.5948663,104.854645,26.86177097,2573.588318,10.97763203,1219.42635,81.15229,605.8354048,161.412674,172.2412585,105.5037947,1052.82027,23.2817971,160.5087278,104.3835929,23.4745833,2704.387858,10.16553393,1287.438475,87.92422197,595.7473253,169.7415618,181.6209678,106.4575653
"9",0.974003388,1014.310348,25.03593442,151.0643912,103.2675659,24.86769083,2567.976231,10.8137217,1197.785588,82.9641875,595.749625,159.01119,175.81809,104.0409045,1049.517473,28.13306852,151.5948663,104.854645,26.86177097,2573.588318,10.97763203,1219.42635,81.15229,605.8354048,161.412674,172.2412585,105.5037947
"10",1.0767761,1021.360685,27.12131228,141.5554803,102.6485961,26.4926872,2558.829527,10.56079003,1225.242,80.39825,595.0625853,149.9199563,171.2899408,101.2096095,1014.310348,25.03593442,151.0643912,103.2675659,24.86769083,2567.976231,10.8137217,1197.785588,82.9641875,595.749625,159.01119,175.81809,104.0409045
"11",0.964629827,1015.320253,29.26733198,147.8132057,102.8018291,27.3205846,2558.98102,11.2311094,1214.834503,81.37667175,611.0284098,155.5995815,169.4824763,101.7798653,1021.360685,27.12131228,141.5554803,102.6485961,26.4926872,2558.829527,10.56079003,1225.242,80.39825,595.0625853,149.9199563,171.2899408,101.2096095
"12",0.84973071,1023.590118,27.22463885,144.9956413,102.4874511,24.22925052,2543.024676,11.1582975,1223.534635,85.84037017,603.8663473,155.8854635,171.3470155,103.296117,1015.320253,29.26733198,147.8132057,102.8018291,27.3205846,2558.98102,11.2311094,1214.834503,81.37667175,611.0284098,155.5995815,169.4824763,101.7798653
"13",1.00606515,1033.09851,25.46310963,148.6615475,101.3954434,30.06252988,2549.453955,10.8511786,1222.18271,87.15914,595.3009908,160.7265548,185.0836843,104.5928168,1023.590118,27.22463885,144.9956413,102.4874511,24.22925052,2543.024676,11.1582975,1223.534635,85.84037017,603.8663473,155.8854635,171.3470155,103.296117
"14",1.087603503,1024.136337,26.69737723,142.5486977,101.956557,31.99307315,2517.408766,10.90846048,1215.643618,83.07287598,600.918589,155.701257,167.5418395,103.1960807,1033.09851,25.46310963,148.6615475,101.3954434,30.06252988,2549.453955,10.8511786,1222.18271,87.15914,595.3009908,160.7265548,185.0836843,104.5928168
"15",0.876525727,1026.676985,24.11020502,143.8778787,101.283783,24.31325758,2498.355893,10.48788927,1223.581183,76.7985575,597.7446253,149.0051018,163.6605503,98.57674228,1024.136337,26.69737723,142.5486977,101.956557,31.99307315,2517.408766,10.90846048,1215.643618,83.07287598,600.918589,155.701257,167.5418395,103.1960807
"16",1.584706743,1047.63731,45.9299456,170.2546637,98.70032262,51.34243877,2437.038408,9.763807388,1260.338438,73.48994333,588.4105915,180.4528493,201.0464348,91.74194517,1026.676985,24.11020502,143.8778787,101.283783,24.31325758,2498.355893,10.48788927,1223.581183,76.7985575,597.7446253,149.0051018,163.6605503,98.57674228
"17",1.584706743,1047.63731,45.9299456,170.2546637,98.70032262,51.34243877,2437.038408,9.763807388,1260.338438,73.48994333,588.4105915,180.4528493,201.0464348,91.74194517,1047.63731,45.9299456,170.2546637,98.70032262,51.34243877,2437.038408,9.763807388,1260.338438,73.48994333,588.4105915,180.4528493,201.0464348,91.74194517
"18",0.777172776,1013.211547,18.61688198,126.7599512,101.7917519,17.08153735,2486.701258,10.81325388,1225.938628,80.943566,603.1882985,131.0322305,145.8903923,102.6046907,1047.63731,45.9299456,170.2546637,98.70032262,51.34243877,2437.038408,9.763807388,1260.338438,73.48994333,588.4105915,180.4528493,201.0464348,91.74194517
"19",0.40636308,951.6768647,11.43656525,104.2488365,94.60292951,11.65988843,2667.118295,385.4288325,1246.526603,42.35950408,3888.19172,106.19807,120.4147548,87.76179965,1013.211547,18.61688198,126.7599512,101.7917519,17.08153735,2486.701258,10.81325388,1225.938628,80.943566,603.1882985,131.0322305,145.8903923,102.6046907
"20",0.928623866,1010.899568,19.61555578,151.1964194,96.64758397,21.7734455,2496.874454,12.2366154,1039.23242,72.876955,592.4163858,153.9223813,166.5144653,95.35915943,951.6768647,11.43656525,104.2488365,94.60292951,11.65988843,2667.118295,385.4288325,1246.526603,42.35950408,3888.19172,106.19807,120.4147548,87.76179965
"21",0.928623866,1010.899568,19.61555578,151.1964194,96.64758397,21.7734455,2496.874454,12.2366154,1039.23242,72.876955,592.4163858,153.9223813,166.5144653,95.35915943,1010.899568,19.61555578,151.1964194,96.64758397,21.7734455,2496.874454,12.2366154,1039.23242,72.876955,592.4163858,153.9223813,166.5144653,95.35915943
